PK136+04.1                           I6154                              
Cr33                                 I6155                              
Cr34                                 I6156                              
UGC2463                              I6157                              
Abell407                             I6158                              
Berk66                               I6159                              
NGC1203A                             I6160                              
NGC1203B                             I6161                              
NGC1232A                             I6162                              
Tr3                                  I6163                              
King5                                I6164                              
NGC1253A                             I6165                              
Stock23                              I6166                              
Czernik14                            I6167                              
Perseus I                            I6168                              
C24-英仙座A                              1275                              
NGC1313A                             I6169                              
UGC2620                              I6170                              
天炉座A                                  1316                              
Czernik15                            I6171                              
NGC1316A                             I6172                              
NGC1316B                             I6173                              
Mel20                                I6174                              
NGC1325A                             I6175                              
NGC1316C                             I6176                              
NGC1326A                             I6177                              
NGC1326B                             I6178                              
B202                                 I6179                              
B203                                 I6180                              
UGC2748                              I6181                              
King6                                I6182                              
B205                                 I6183                              
vdB16                                I6184                              
B204                                 I6185                              
NGC1351A                             I6186                              
B206                                 I6187                              
vdB15                                I6188                              
vdB14                                I6189                              
Czernik16                            I6190                              
Berk9                                I6191                              
B1                                   I6192                              
知更鸟蛋星云                                1360                              
Pal1                                 I6193                              
B2                                   I6194                              
大棒旋星系                                 1365                              
NGC1380A                             I6195                              
NGC1380B                             I6196                              
Berk10                               I6197                              
B3                                   I6198                              
NGC1427A                             I6199                              
PK147-02.1                           I6200                              
NGC1437A                             I6201                              
B4                                   I6202                              
Ced19c                               I6203                              
Ced19e                               I6204                              
昴宿四星云                                 1432                              
NGC1437B                             I6205                              
Ced19h                               I6206                              
vdB20                                I6207                              
昴宿五星云                                 1435                              
巴纳德昴宿五星云                             I 349                              
C5-马费伊1星系群                           I 342                              
M45-昴星团                              I6208                              
vdB23                                I6209                              
Tombaugh5                            I6210                              
B5                                   I6211                              
UGC2855                              I6212                              
Ced19o                               I6213                              
Ced19p                               I6214                              
vdB24                                I6215                              
PK149-01.1                           I6216                              
Czernik17                            I6217                              
Sh2-205                              I6218                              
PK171-25.1                           I6219                              
Arp-Madore1                          I6220                              
Kemble1                              I6221                              
King7                                I6222                              
NGC1511A                             I6223                              
NGC1511B                             I6224                              
加利福尼亚星云                               1499                              
NGC1515A                             I6225                              
Do14                                 I6226                              
NGC1516A                             I6227                              
NGC1516B                             I6228                              
PK147+04.1                           I6229                              
vdB26                                I6230                              
埃及艳后之眼星云                              1535                              
B7                                   I6231                              
B9                                   I6232                              
B10                                  I6233                              
B8                                   I6234                              
Mayer2                               I6235                              
PK151+02.1                           I6236                              
Berk11                               I6237                              
斯特鲁维遗失星云                              1554                              
欣德变光星云                                1555                              
Be84                                 I6238                              
EridanusCluster                      I6239                              
PK146+07.1                           I6240                              
B11                                  I6241                              
Hyades                               I6242                              
Ced33                                I6243                              
Ced34                                I6244                              
LDN1543                              I6245                              
Czernik18                            I6246                              
雕具座星系群                                1595                              
雕具座星系群                                1598                              
B12                                  I6247                              
B18                                  I6248                              
B13                                  I6249                              
B15                                  I6250                              
B16                                  I6251                              
B17                                  I6252                              
UGC3087                              I6253                              
B20                                  I6254                              
PK174-14.1                           I6255                              
Berk67                               I6256                              
B21                                  I6257                              
B22                                  I6258                              
B23                                  I6259                              
UGC3128                              I6260                              
PK166-06.1                           I6261                              
B24                                  I6262                              
Berk12                               I6263                              
Berk68                               I6264                              
Pal2                                 I6265                              
UGC3137                              I6266                              
Ru148                                I6267                              
UGC3144                              I6268                              
vdB29                                I6269                              
NGC1573A                             I6270                              
B25                                  I6271                              
B26                                  I6272                              
vdB31                                I6273                              
Berk13                               I6274                              
Czernik19                            I6275                              
Berk14                               I6276                              
NGC1741A                             I6277                              
NGC1741B                             I6278                              
Berk15                               I6279                              
PK215-30.1                           I6280                              
Do15                                 I6281                              
NGC1796A                             I6282                              
PK190-17.1                           I6283                              
B29                                  I6284                              
LDN1616                              I6285                              
PK167-00.1                           I6286                              
NGC1796B                             I6287                              
PK173-05.1                           I6288                              
King17                               I6289                              
Cr464                                I6290                              
Do16                                 I6291                              
C31-火焰之星星云                           I 405                              
Sh2-223                              I6292                              
Abell539                             I6293                              
UGC3273                              I6294                              
vdB37                                I6295                              
Mel31                                I6296                              
PK169-00.1                           I6297                              
Czernik20                            I6298                              
Berk17                               I6299                              
Sh2-263                              I6300                              
vdB38                                I6301                              
Berk18                               I6302                              
King22                               I6303                              
Do17                                 I6304                              
Cr62                                 I6305                              
DoDz2                                I6306                              
LgMagellanicCl                       I6307                              
Do19                                 I6308                              
Berk19                               I6309                              
Do18                                 I6310                              
M79                                   1904                              
Berk69                               I6311                              
Berk70                               I6312                              
Cr65                                 I6313                              
Sh2-224                              I6314                              
Czernik21                            I6315                              
Do21                                 I6316                              
万花尺星云                                I 418                              
Stock8                               I6317                              
Do20                                 I6318                              
M38                                   1912                              
B225                                 I6319                              
B30                                  I6320                              
PK197-14.1                           I6321                              
B31                                  I6322                              
B32                                  I6323                              
LDN1641                              I6324                              
Berk20                               I6325                              
DoDz3                                I6326                              
M1-蟹状星云                               1952                              
Cr69                                 I6327                              
M42-猎户座大星云                            1976                              
M43-迪马伦星云                             1982                              
DoDz4                                I6328                              
Cr70                                 I6329                              
M36                                   1960                              
Sh2-264                              I6330                              
PK196-12.1                           I6331                              
C103-狼蛛星云                             2070                              
Stock10                              I6332                              
Sh2-240                              I6333                              
vdB49                                I6334                              
Sh2-231                              I6335                              
鬼头星云                                  2080                              
PK193-09.1                           I6336                              
B33                                  I6337                              
Sh2-235                              I6338                              
Berk71                               I6339                              
火焰星云                                  2024                              
Sh2-232                              I6340                              
3C147                                I6341                              
B34                                  I6342                              
Ced59                                I6343                              
B35                                  I6344                              
B36                                  I6345                              
M78                                   2068                              
PK184-02.1                           I6346                              
Abell548                             I6347                              
Cr74                                 I6348                              
Basel4                               I6349                              
King8                                I6350                              
Czernik23                            I6351                              
Berk72                               I6352                              
Berk21                               I6353                              
M37                                   2099                              
Sh2-276                              I6354                              
LDN1622                              I6355                              
Czernik24                            I6356                              
Basel11B                             I6357                              
Berk22                               I6358                              
PK198-06.1                           I6359                              
NGC2187A                             I6360                              
Sh2-241                              I6361                              
PK204-08.1                           I6362                              
Ced62                                I6363                              
Sh2-247                              I6364                              
Sh2-261                              I6365                              
M35                                   2168                              
NGC2175S                             I6366                              
PK197-03.1                           I6367                              
Czernik25                            I6368                              
Mel43-漫游者星团                           2194                              
PK197-02.1                           I6369                              
PK196-01.1                           I6370                              
Cr89                                 I6371                              
PK195-00.1                           I6372                              
Cr91                                 I6373                              
Berk73                               I6374                              
Cr92                                 I6375                              
NGC2146A                             I6376                              
Bochum1                              I6377                              
PK194+02.1                           I6378                              
PK233-16.1                           I6379                              
Cr96                                 I6380                              
UGC3475                              I6381                              
玫瑰星云                                  2238                              
Cr95                                 I6382                              
C49-玫瑰星云                              2237                              
vdB80                                I6383                              
Cr97                                 I6384                              
Czernik26                            I6385                              
C50-玫瑰星云                              2244                              
B37                                  I6386                              
玫瑰星云                                  2246                              
Berk23                               I6387                              
B38                                  I6388                              
Basel8                               I6389                              
PK211-03.1                           I6390                              
Basel7                               I6391                              
Ru1                                  I6392                              
Cr104                                I6393                              
Tr5                                  I6394                              
Cr106                                I6395                              
PK189+07.1                           I6396                              
Cr107                                I6397                              
Berk24                               I6398                              
B39                                  I6399                              
Sh2-282                              I6400                              
Cr110                                I6401                              
Cr111                                I6402                              
C46-哈勃变光星云                            2261                              
NGC2273A                             I6403                              
UGC3504                              I6404                              
Mel49-圣诞树星团                           2264                              
Ru2                                  I6405                              
Berk25                               I6406                              
Ru3                                  I6407                              
Do23                                 I6408                              
PK153+22.1                           I6409                              
Do24                                 I6410                              
Do25                                 I6411                              
M41                                   2287                              
NGC2273B                             I6412                              
Cr115                                I6413                              
PK221-04.1                           I6414                              
Bochum2                              I6415                              
Ru4                                  I6416                              
Berk75                               I6417                              
Biur12                               I6418                              
Biur11                               I6419                              
Biur10                               I6420                              
PK204+04.1                           I6421                              
Berk29                               I6422                              
UGC3574                              I6423                              
PK210+01.1                           I6424                              
UGC3587                              I6425                              
Ru5                                  I6426                              
UGC3580                              I6427                              
UGC3522                              I6428                              
Ru6                                  I6429                              
PK216-00.1                           I6430                              
Cr121                                I6431                              
UGC3598                              I6432                              
Biur7                                I6433                              
Ru7                                  I6434                              
Biur9                                I6435                              
Biur8                                I6436                              
PK200+08.1                           I6437                              
Biur13                               I6438                              
Tombaugh1                            I6439                              
Ru8                                  I6440                              
M50                                   2323                              
PK226-03.1                           I6441                              
PK242-11.1                           I6442                              
Tombaugh2                            I6443                              
Czernik27                            I6444                              
PK223-02.1                           I6445                              
Bochum3                              I6446                              
Haffner3                             I6447                              
Auner1                               I6448                              
Gum1                                 I6449                              
UGC3647                              I6450                              
Ced90                                I6451                              
PK212+04.1                           I6452                              
Ru150                                I6453                              
Haffner4                             I6454                              
Ru10                                 I6455                              
Berk76                               I6456                              
PK234-06.1                           I6457                              
Cr465                                I6458                              
Cr466                                I6459                              
Ru12                                 I6460                              
Ru11                                 I6461                              
Ru13                                 I6462                              
UGC3691                              I6463                              
NGC2326A                             I6464                              
UGC3685                              I6465                              
Abell569                             I6466                              
蝴蝶星云                                  2346                              
Haffner23                            I6467                              
Sh2-301                              I6468                              
Berk35                               I6469                              
PK232-04.1                           I6470                              
UGC3697                              I6471                              
PK229-02.1                           I6472                              
UGC3730                              I6473                              
PK240-07.1                           I6474                              
Ru14                                 I6475                              
Cr132                                I6476                              
Berk36                               I6477                              
MCG-05-18-002                        I6478                              
Sh2-294                              I6479                              
Basel11A                             I6480                              
Cr135                                I6481                              
C58-卡罗琳星团                             2360                              
雷神的头盔                                 2359                              
C64-弧矢增六星团                            2362                              
NGC2369A                             I6482                              
Be135                                I6483                              
PK235-03.1                           I6484                              
Ru15                                 I6485                              
vdB96                                I6486                              
Haffner6                             I6487                              
Berk37                               I6488                              
NGC2369B                             I6489                              
UGC3808                              I6490                              
NGC2397A                             I6491                              
PK232-01.1                           I6492                              
Abell576                             I6493                              
Berk77                               I6494                              
King23                               I6495                              
Haffner7                             I6496                              
VYCMA                                I6497                              
PK214+07.1                           I6498                              
Ru16                                 I6499                              
Haffner8                             I6500                              
Ru17                                 I6501                              
